1,University of Oxford,98.5,United Kingdom,21750,10.9,"Geography,Chemistry,Chemical Engineering,Biological Sciences,General Engineering,Computer Science,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,Law,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Physics & Astronomy,Psychology,Other Health,Archaeology,Sociology,Civil Engineering,Education"
12,Tsinghua University,92.4,China,38518,11.2,"Mechanical & Aerospace Engineering,Sociology,Architecture,Civil Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Accounting & Finance,Archaeology,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Geography,Medicine & Dentistry,Chemical Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Biological Sciences,Education,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Sport Science,Communication & Media Studies"
13,The University of Chicago,92.1,United States,15792,6.2,"Chemistry,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Medicine & Dentistry,Law,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Physics & Astronomy,Chemical Engineering,Computer Science,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance"
14,Peking University,91.8,China,33064,10.9,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),Archaeology,Communication & Media Studies,Business & Management,Other Health,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,Law,General Engineering,Geography,Biological Sciences,Psychology"
15,Johns Hopkins University,91.1,United States,15772,4.1,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Business & Management,Archaeology,Mathematics & Statistics,Sociology,Other Health,Economics & Econometrics,General Engineering,Psychology,Mechanical & Aerospace Engineering,Chemistry,History, Philosophy & Theology,Chemical Engineering,Education,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)"
16,University of Pennsylvania,91,United States,21312,6.2,"Other Health,Physics & Astronomy,Accounting & Finance,General Engineering,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Biological Sciences,Sociology,Archaeology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Architecture,Geography,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Psychology,Electrical & Electronic Engineering,Chemistry,Medicine & Dentistry,Veterinary Science,Education,Chemical Engineering,Law,Business & Management,Computer Science,Communication & Media Studies"
17,Columbia University,90.9,United States,25914,5.2,"Accounting & Finance,Chemical Engineering,Psychology,Computer Science,Sport Science,Architecture,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Art, Performing Arts & Design,Chemistry,Biological Sciences,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Archaeology,Sociology,Law,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Other Health,Mathematics & Statistics,Agriculture & Forestry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences"
18,"University of California, Los Angeles",90.1,United States,42634,9.6,"Electrical & Electronic Engineering,Veterinary Science,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Archaeology,Art, Performing Arts & Design,Chemistry,Chemical Engineering,Medicine & Dentistry,Education,Law,Biological Sciences,Sport Science,Mathematics & Statistics,Economics & Econometrics,History, Philosophy & Theology,Communication & Media Studies,Civil Engineering,Other Health,Business & Management,Politics & International Studies (incl Development Studies),Geography,Accounting & Finance,Physics & Astronomy,Agriculture & Forestry,Sociology,Architecture,Languages, Literature & Linguistics,Computer Science,General Engineering"
19,National University of Singapore,90,Singapore,33334,20,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,History, Philosophy & Theology,Civil Engineering,Geography,Archaeology,Sociology,Mechanical & Aerospace Engineering,Biological Sciences,Accounting & Finance,Architecture,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),General Engineering,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Law,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Chemical Engineering,Communication & Media Studies"
20,Cornell University,89.5,United States,23620,10,"Electrical & Electronic Engineering,History, Philosophy & Theology,Agriculture & Forestry,Chemistry,Biological Sciences,Economics & Econometrics,Business & Management,Civil Engineering,Architecture,Law,Archaeology,Mathematics & Statistics,Psychology,Veterinary Science,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Other Health,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Languages, Literature & Linguistics,Chemical Engineering,Communication & Media Studies,Physics & Astronomy"
21,University of Toronto,88.6,Canada,79282,25.8,"Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Sport Science,Accounting & Finance,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geography,Other Health,Computer Science,Psychology,Electrical & Electronic Engineering,History, Philosophy & Theology,General Engineering,Law,Sociology,Languages, Literature & Linguistics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Physics & Astronomy,Medicine & Dentistry,Chemistry,Education,Archaeology,Agriculture & Forestry"
22,UCL,88.1,United Kingdom,41110,11.3,"Medicine & Dentistry,Sport Science,Law,General Engineering,Physics & Astronomy,Mathematics & Statistics,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Education,Architecture,Electrical & Electronic Engineering,Psychology,Other Health,Sociology,Biological Sciences,Geography,History, Philosophy & Theology,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Mechanical & Aerospace Engineering,Chemistry"
23,University of Michigan-Ann Arbor,87.4,United States,45783,8.1,"Chemical Engineering,Accounting & Finance,Archaeology,Economics & Econometrics,Sociology,Psychology,Mathematics & Statistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Sport Science,Biological Sciences,Agriculture & Forestry,Civil Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,General Engineering,Business & Management,Education,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Architecture,Chemistry,Medicine & Dentistry,Other Health,Art, Performing Arts & Design,Communication & Media Studies,Law"
24,Carnegie Mellon University,86.3,United States,13562,11.9,"Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Biological Sciences,Languages, Literature & Linguistics,Chemistry,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Chemical Engineering,Computer Science,Psychology,Mechanical & Aerospace Engineering,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Physics & Astronomy"
25,University of Washington,85.3,United States,49486,10.1,"Languages, Literature & Linguistics,Economics & Econometrics,Architecture,Art, Performing Arts & Design,Psychology,Mathematics & Statistics,General Engineering,Civil Engineering,History, Philosophy & Theology,Archaeology,Chemical Engineering,Education,Other Health,Law,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Agriculture & Forestry,Chemistry,Geography,Accounting & Finance,Veterinary Science,Business & Management,Computer Science,Physics & Astronomy,Communication & Media Studies,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Electrical & Electronic Engineering"
26,Duke University,83.9,United States,15527,3.9,"Mechanical & Aerospace Engineering,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Civil Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Law,Computer Science,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Communication & Media Studies"
27,New York University,83.5,United States,48461,11.8,"Medicine & Dentistry,Mathematics & Statistics,Sociology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Archaeology,General Engineering,Art, Performing Arts & Design,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Economics & Econometrics,Biological Sciences,Chemistry,Other Health,Civil Engineering,Accounting & Finance,Psychology,Computer Science,Chemical Engineering,Education,Law,Architecture"
28,Northwestern University,83.2,United States,18894,13.1,"Civil Engineering,Medicine & Dentistry,Sport Science,Law,Economics & Econometrics,Archaeology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies,History, Philosophy & Theology,Mathematics & Statistics,Business & Management,Architecture,Biological Sciences,Geography,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Computer Science,Chemistry,Accounting & Finance,General Engineering,Physics & Astronomy,Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Politics & International Studies (incl Development Studies)"
29,The University of Tokyo,83.1,Japan,26345,10.3,"Other Health,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Mathematics & Statistics,Psychology,Architecture,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Veterinary Science,Law,Computer Science,Sport Science,Education,Medicine & Dentistry,Chemical Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Archaeology,Civil Engineering,Sociology,Business & Management,Art, Performing Arts & Design,Agriculture & Forestry,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance"
30,University of Edinburgh,82.5,United Kingdom,33940,11.5,"Physics & Astronomy,Biological Sciences,Mathematics & Statistics,Sport Science,Other Health,Education,Medicine & Dentistry,Business & Management,Chemical Engineering,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sociology,Civil Engineering,Computer Science,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemistry,Veterinary Science,Accounting & Finance,Psychology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology"
30,Technical University of Munich,82.5,Germany,35506,44.4,"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Business & Management,General Engineering,Mathematics & Statistics,Civil Engineering,Education,Physics & Astronomy,Computer Science,Agriculture & Forestry,Sociology,Chemical Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Other Health,Chemistry"
32,"Nanyang Technological University, Singapore",82.3,Singapore,25895,16.7,"General Engineering,Chemistry,Psychology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Sport Science,Sociology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Accounting & Finance"
33,Ecole Polytechnique Federale de Lausanne,81.4,Switzerland,12543,13.5,"Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Chemistry,Mechanical & Aerospace Engineering,Architecture,Business & Management,Mathematics & Statistics,General Engineering,Computer Science,Physics & Astronomy"
34,"University of California, San Diego",81,United States,40596,12,"Other Health,Physics & Astronomy,General Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Business & Management,Mathematics & Statistics,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Psychology,Education,Sociology,History, Philosophy & Theology"
35,University of Hong Kong,80.3,Hong Kong,18103,18.3,"Law,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,Psychology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Geography,Architecture,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Agriculture & Forestry,Electrical & Electronic Engineering,History, Philosophy & Theology,Other Health,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Education,Business & Management,Medicine & Dentistry,Physics & Astronomy"
36,Georgia Institute of Technology,80,United States,32079,28,"Chemical Engineering,Other Health,Languages, Literature & Linguistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Biological Sciences,Geography,Communication & Media Studies,Architecture,Art, Performing Arts & Design,Sociology,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,Mathematics & Statistics,Chemistry,Psychology,Civil Engineering,History, Philosophy & Theology"
37,University of Melbourne,79.2,Australia,51307,25.1,"Other Health,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Civil Engineering,Accounting & Finance,Chemical Engineering,Mathematics & Statistics,Sociology,Archaeology,Computer Science,Geography,Languages, Literature & Linguistics,Law,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Sport Science,Business & Management,History, Philosophy & Theology,Chemistry,Architecture,Education,Medicine & Dentistry,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering"
38,King's College London,79,United Kingdom,32835,13.9,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Archaeology,General Engineering,Economics & Econometrics,Other Health,Chemistry,Law,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Sport Science,Geography,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Computer Science,Communication & Media Studies"
38,LMU Munich,79,Germany,34622,33.5,"Biological Sciences,Geography,Computer Science,Law,Veterinary Science,Sociology,History, Philosophy & Theology,Chemistry,Business & Management,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Psychology,Archaeology,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Communication & Media Studies,Other Health,Education,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences"
40,Paris Sciences et Lettres PSL Research University Paris,78.5,France,16120,15,"Biological Sciences,Law,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Computer Science,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Archaeology,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geography"
41,University of British Columbia,78,Canada,58987,19.4,"Business & Management,Economics & Econometrics,Geography,Education,Civil Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Agriculture & Forestry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sociology,Chemical Engineering,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Sport Science,General Engineering,Architecture,Medicine & Dentistry"
42,University of Illinois at Urbana-Champaign,77.9,United States,50250,19.6,"Computer Science,Mathematics & Statistics,Education,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Psychology,General Engineering,Chemistry,Business & Management,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Veterinary Science,Law,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Agriculture & Forestry,Geography"
43,Shanghai Jiao Tong University,77.7,China,38472,12.6,"Other Health,Medicine & Dentistry,Education,Business & Management,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemistry,Biological Sciences,Psychology,History, Philosophy & Theology,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mathematics & Statistics,Law,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Computer Science,Economics & Econometrics,Chemical Engineering,Accounting & Finance,Sport Science,Architecture,General Engineering,Physics & Astronomy"
44,Fudan University,77.5,China,38101,12.6,"Archaeology,Other Health,Physics & Astronomy,Economics & Econometrics,General Engineering,Law,Chemical Engineering,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Education,Languages, Literature & Linguistics,Biological Sciences,Psychology,Computer Science,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies)"
45,KU Leuven,77,Belgium,49435,37.3,"Other Health,Chemistry,Accounting & Finance,Architecture,Agriculture & Forestry,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Sport Science,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Law,Computer Science,Chemical Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Education"
46,London School of Economics and Political Science,76.8,United Kingdom,11945,12.6,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Geography,Economics & Econometrics,Accounting & Finance,Languages, Literature & Linguistics,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology,Business & Management,Mathematics & Statistics,Communication & Media Studies"
47,Universitat Heidelberg,76.7,Germany,19315,13.3,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Education,History, Philosophy & Theology,Geography,Other Health,Sociology,Mathematics & Statistics,Economics & Econometrics,Sport Science,Psychology,Computer Science,Law,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry"
48,Delft University of Technology,76.3,Netherlands,21262,15.9,"Mechanical & Aerospace Engineering,Education,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,General Engineering,Mathematics & Statistics,Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management,Other Health,Sport Science,Architecture,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Geography"
49,McGill University,76,Canada,30821,11.9,"Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Biological Sciences,Geography,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,History, Philosophy & Theology,Sport Science,Law,Computer Science,Mathematics & Statistics,Education,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Economics & Econometrics,Architecture,Chemical Engineering,Psychology"
50,Karolinska Institute,75.9,Sweden,8085,9.9,"Medicine & Dentistry,Chemical Engineering,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Education,Sociology,Languages, Literature & Linguistics,Psychology,Business & Management"
51,University of Manchester,75.6,United Kingdom,40725,15.6,"Architecture,Mechanical & Aerospace Engineering,Economics & Econometrics,Other Health,Civil Engineering,Computer Science,Chemistry,Business & Management,Art, Performing Arts & Design,Biological Sciences,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,General Engineering,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Chemical Engineering,Archaeology,Communication & Media Studies,Law"
52,University of Texas at Austin,75.5,United States,48558,16.4,"General Engineering,Law,Archaeology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Education,Art, Performing Arts & Design,Computer Science,Geography,Medicine & Dentistry,Physics & Astronomy,Business & Management,Architecture,Sport Science,Sociology,Civil Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics"
